t_us,t_s,x_m,y_m,yaw_rad,vx_body_m_s,vy_body_m_s,yaw_rate_rad_s,line_position_m,line_error_m,line_visible,line_confidence,pwm_left,pwm_right,motor_current_left_a,motor_current_right_a,motor_torque_left_nm,motor_torque_right_nm,wheel_force_left_n,wheel_force_right_n,desired_wheel_force_left_n,desired_wheel_force_right_n,slip_left,slip_right,normal_left_n,normal_right_n,battery_voltage_v,sensor_00_adc,sensor_01_adc,sensor_02_adc,sensor_03_adc,sensor_04_adc,sensor_05_adc,sensor_06_adc,sensor_07_adc,sensor_08_adc,sensor_09_adc,sensor_10_adc,sensor_11_adc,sensor_12_adc,sensor_13_adc,sensor_14_adc,sensor_15_adc
1834000,1.834000000,0.035594176,0.022822217,-0.453896628,0.020710026,0.000000000,0.000000000,0.002400000,0.002400000,1,0.312500000,0.224800,0.455200,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1835000,1.835000000,0.035612756,0.022813153,-0.453774966,0.020709638,0.000000000,0.146827095,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.074820951,0.082332569,-0.005260848,0.005789009,-0.539323786,0.565661895,-0.526084808,0.578900872,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1836000,1.836000000,0.035631370,0.022804075,-0.453706352,0.020710026,0.000000000,0.057506535,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.036550268,0.032784410,0.002569941,-0.002305154,0.243755093,-0.243754358,0.256994070,-0.230515381,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1837000,1.837000000,0.035649985,0.022794998,-0.453657418,0.020710026,0.000000000,0.047716792,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.005676752,0.001910999,0.000399147,-0.000134367,0.026675688,-0.026675688,0.039914665,-0.013436710,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1838000,1.838000000,0.035668600,0.022785922,-0.453610640,0.020710026,0.000000000,0.046643813,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.002292948,0.001472805,0.000161223,0.000103557,0.002883314,-0.002883314,0.016122292,0.010355663,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1839000,1.839000000,0.035687216,0.022776846,-0.453564099,0.020710026,0.000000000,0.046526212,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001922075,0.001843678,0.000135146,0.000129634,0.000275614,-0.000275614,0.013514592,0.012963363,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1840000,1.840000000,0.035705832,0.022767772,-0.453517584,0.020710026,0.000000000,0.046513322,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001881427,0.001884327,0.000132288,0.000132492,-0.000010196,0.000010196,0.013228782,0.013249173,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1841000,1.841000000,0.035724449,0.022758699,-0.453471072,0.020710026,0.000000000,0.046511910,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876972,0.001888782,0.000131975,0.000132805,-0.000041521,0.000041521,0.013197456,0.013280499,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1842000,1.842000000,0.035743066,0.022749626,-0.453424561,0.020710026,0.000000000,0.046511755,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876483,0.001889270,0.000131940,0.000132839,-0.000044955,0.000044955,0.013194023,0.013283932,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1843000,1.843000000,0.035761683,0.022740554,-0.453378049,0.020710026,0.000000000,0.046511738,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876430,0.001889324,0.000131936,0.000132843,-0.000045331,0.000045331,0.013193647,0.013284308,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1844000,1.844000000,0.035780301,0.022731483,-0.453331537,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876424,0.001889330,0.000131936,0.000132843,-0.000045372,0.000045372,0.013193605,0.013284350,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1845000,1.845000000,0.035798919,0.022722413,-0.453285025,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193601,0.013284354,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1846000,1.846000000,0.035817538,0.022713344,-0.453238514,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1847000,1.847000000,0.035836157,0.022704276,-0.453192002,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1848000,1.848000000,0.035854777,0.022695209,-0.453145490,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1849000,1.849000000,0.035873397,0.022686142,-0.453098978,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1850000,1.850000000,0.035892017,0.022677076,-0.453052467,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1851000,1.851000000,0.035910638,0.022668012,-0.453005955,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1852000,1.852000000,0.035929259,0.022658948,-0.452959443,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1853000,1.853000000,0.035947881,0.022649885,-0.452912932,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1854000,1.854000000,0.035966503,0.022640822,-0.452866420,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1855000,1.855000000,0.035985125,0.022631761,-0.452819908,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1856000,1.856000000,0.036003748,0.022622701,-0.452773396,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1857000,1.857000000,0.036022371,0.022613641,-0.452726885,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1858000,1.858000000,0.036040995,0.022604582,-0.452680373,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1859000,1.859000000,0.036059619,0.022595524,-0.452633861,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1860000,1.860000000,0.036078244,0.022586467,-0.452587349,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1861000,1.861000000,0.036096869,0.022577411,-0.452540838,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1862000,1.862000000,0.036115494,0.022568356,-0.452494326,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1863000,1.863000000,0.036134120,0.022559301,-0.452447814,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1864000,1.864000000,0.036152747,0.022550248,-0.452401302,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1865000,1.865000000,0.036171373,0.022541195,-0.452354791,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1866000,1.866000000,0.036190000,0.022532143,-0.452308279,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1867000,1.867000000,0.036208628,0.022523092,-0.452261767,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1868000,1.868000000,0.036227256,0.022514042,-0.452215255,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1869000,1.869000000,0.036245884,0.022504993,-0.452168744,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1870000,1.870000000,0.036264513,0.022495945,-0.452122232,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1871000,1.871000000,0.036283142,0.022486897,-0.452075720,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1872000,1.872000000,0.036301772,0.022477851,-0.452029209,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1873000,1.873000000,0.036320402,0.022468805,-0.451982697,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1874000,1.874000000,0.036339033,0.022459760,-0.451936185,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1875000,1.875000000,0.036357663,0.022450716,-0.451889673,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1876000,1.876000000,0.036376295,0.022441673,-0.451843162,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1877000,1.877000000,0.036394927,0.022432631,-0.451796650,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1878000,1.878000000,0.036413559,0.022423589,-0.451750138,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1879000,1.879000000,0.036432191,0.022414549,-0.451703626,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1880000,1.880000000,0.036450824,0.022405509,-0.451657115,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1881000,1.881000000,0.036469458,0.022396470,-0.451610603,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1882000,1.882000000,0.036488092,0.022387432,-0.451564091,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1883000,1.883000000,0.036506726,0.022378395,-0.451517579,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1884000,1.884000000,0.036525361,0.022369359,-0.451471068,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1885000,1.885000000,0.036543996,0.022360323,-0.451424556,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1886000,1.886000000,0.036562631,0.022351289,-0.451378044,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
1887000,1.887000000,0.036581267,0.022342255,-0.451331533,0.020710026,0.000000000,0.046511736,0.002400000,0.002400000,1,0.312500000,0.308800,0.371200,0.001876423,0.001889330,0.000131936,0.000132844,-0.000045377,0.000045377,0.013193600,0.013284355,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,0,4095,4095,4095,4095,4095,4095
